Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_name,sex,SRA Study,Submitter_Id,create_date,version
ERR2784471,OTHER,301,21082158,PRJEB28381,SAMEA4860959,14054634,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796548,SAMEA4860959,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860959,CH3sb.TAC1.4.I,female,ERP110576,CH3sb.TAC1.4.I,2019-04-04T15:48:00Z,1
ERR2784472,OTHER,301,31091381,PRJEB28381,SAMEA4860960,21158180,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796549,SAMEA4860960,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860960,CH3sb.TAC1.4.P,female,ERP110576,CH3sb.TAC1.4.P,2019-04-04T15:48:00Z,1
ERR2784473,OTHER,301,34628146,PRJEB28381,SAMEA4860961,23351934,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796550,SAMEA4860961,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860961,CH3sc.JAX1.6.C,male,ERP110576,CH3sc.JAX1.6.C,2019-04-04T15:48:00Z,1
ERR2784474,OTHER,301,31471884,PRJEB28381,SAMEA4860962,20673442,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796551,SAMEA4860962,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860962,CH3sc.JAX1.6.I,male,ERP110576,CH3sc.JAX1.6.I,2019-04-04T15:48:00Z,1
ERR2784475,OTHER,301,32196587,PRJEB28381,SAMEA4860963,21125531,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796552,SAMEA4860963,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860963,CH3sc.JAX1.6.P,male,ERP110576,CH3sc.JAX1.6.P,2019-04-04T15:48:00Z,1
ERR2784476,OTHER,301,29348903,PRJEB28381,SAMEA4860964,19299760,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796553,SAMEA4860964,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860964,CH3sc.TAC1.4.C,male,ERP110576,CH3sc.TAC1.4.C,2019-04-04T15:49:00Z,1
ERR2784477,OTHER,301,27324806,PRJEB28381,SAMEA4860965,17994047,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796554,SAMEA4860965,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860965,CH3sc.TAC1.4.I,male,ERP110576,CH3sc.TAC1.4.I,2019-04-04T15:49:00Z,1
ERR2784478,OTHER,301,31068549,PRJEB28381,SAMEA4860966,20619879,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796555,SAMEA4860966,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860966,CH3sc.TAC1.4.P,male,ERP110576,CH3sc.TAC1.4.P,2019-04-04T15:49:00Z,1
ERR2784479,OTHER,301,32303653,PRJEB28381,SAMEA4860967,20840691,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796556,SAMEA4860967,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860967,CH3sd.JAX1.6.C,male,ERP110576,CH3sd.JAX1.6.C,2019-04-04T15:49:00Z,1
ERR2784480,OTHER,301,26633747,PRJEB28381,SAMEA4860968,17248219,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796557,SAMEA4860968,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860968,CH3sd.JAX1.6.I,male,ERP110576,CH3sd.JAX1.6.I,2019-04-04T15:49:00Z,1
ERR2784481,OTHER,301,34814227,PRJEB28381,SAMEA4860969,23061951,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796558,SAMEA4860969,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860969,CH3sd.JAX1.6.P,male,ERP110576,CH3sd.JAX1.6.P,2019-04-04T15:49:00Z,1
ERR2784482,OTHER,301,24002206,PRJEB28381,SAMEA4860970,15781982,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796559,SAMEA4860970,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860970,CH4a.JAX4.1.C,female,ERP110576,CH4a.JAX4.1.C,2019-04-04T15:49:00Z,1
ERR2784483,OTHER,301,37526982,PRJEB28381,SAMEA4860971,24563463,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796560,SAMEA4860971,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860971,CH4a.JAX4.1.I,female,ERP110576,CH4a.JAX4.1.I,2019-04-04T15:49:00Z,1
ERR2784484,OTHER,301,22006251,PRJEB28381,SAMEA4860972,14373027,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796561,SAMEA4860972,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860972,CH4a.JAX4.1.P,female,ERP110576,CH4a.JAX4.1.P,2019-04-04T15:49:00Z,1
ERR2784485,OTHER,301,28071174,PRJEB28381,SAMEA4860973,18209001,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796562,SAMEA4860973,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860973,CH4a.TAC3.1.C,female,ERP110576,CH4a.TAC3.1.C,2019-04-04T15:49:00Z,1
ERR2784486,OTHER,301,24869639,PRJEB28381,SAMEA4860974,16241314,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796563,SAMEA4860974,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860974,CH4a.TAC3.1.I,female,ERP110576,CH4a.TAC3.1.I,2019-04-04T15:49:00Z,1
ERR2784487,OTHER,301,27153167,PRJEB28381,SAMEA4860975,17977609,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796564,SAMEA4860975,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860975,CH4a.TAC3.1.P,female,ERP110576,CH4a.TAC3.1.P,2019-04-04T15:49:00Z,1
ERR2784488,OTHER,301,33056921,PRJEB28381,SAMEA4860976,21813227,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796565,SAMEA4860976,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860976,CH4b.JAX4.1.C,female,ERP110576,CH4b.JAX4.1.C,2019-04-04T15:49:00Z,1
ERR2784489,OTHER,301,31405757,PRJEB28381,SAMEA4860977,20501551,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796566,SAMEA4860977,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860977,CH4b.JAX4.1.P,female,ERP110576,CH4b.JAX4.1.P,2019-04-04T15:50:00Z,1
ERR2784490,OTHER,301,30600759,PRJEB28381,SAMEA4860978,19946758,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796567,SAMEA4860978,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860978,CH4b.TAC3.1.C,female,ERP110576,CH4b.TAC3.1.C,2019-04-04T15:50:00Z,1
ERR2784491,OTHER,301,25620616,PRJEB28381,SAMEA4860979,16465089,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796568,SAMEA4860979,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860979,CH4b.TAC3.1.I,female,ERP110576,CH4b.TAC3.1.I,2019-04-04T15:50:00Z,1
ERR2784492,OTHER,301,29302314,PRJEB28381,SAMEA4860980,19246692,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796569,SAMEA4860980,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860980,CH4b.TAC3.1.P,female,ERP110576,CH4b.TAC3.1.P,2019-04-04T15:50:00Z,1
ERR2784493,OTHER,301,24999218,PRJEB28381,SAMEA4860981,16223267,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796570,SAMEA4860981,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860981,CH4c.JAX4.1.C,female,ERP110576,CH4c.JAX4.1.C,2019-04-04T15:50:00Z,1
ERR2784494,OTHER,301,26316220,PRJEB28381,SAMEA4860982,17224772,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796571,SAMEA4860982,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860982,CH4c.JAX4.1.I,female,ERP110576,CH4c.JAX4.1.I,2019-04-04T15:50:00Z,1
ERR2784495,OTHER,301,25883977,PRJEB28381,SAMEA4860983,17105997,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796572,SAMEA4860983,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860983,CH4c.JAX4.1.P,female,ERP110576,CH4c.JAX4.1.P,2019-04-04T15:50:00Z,1
ERR2784496,OTHER,301,33584693,PRJEB28381,SAMEA4860984,21926542,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796573,SAMEA4860984,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860984,CH4c.TAC3.1.C,female,ERP110576,CH4c.TAC3.1.C,2019-04-04T15:50:00Z,1
ERR2784497,OTHER,301,23351159,PRJEB28381,SAMEA4860985,15417919,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796574,SAMEA4860985,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860985,CH4c.TAC3.1.I,female,ERP110576,CH4c.TAC3.1.I,2019-04-04T15:50:00Z,1
ERR2784498,OTHER,301,29243781,PRJEB28381,SAMEA4860986,19363072,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796575,SAMEA4860986,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860986,CH4c.TAC3.1.P,female,ERP110576,CH4c.TAC3.1.P,2019-04-04T15:50:00Z,1
ERR2784499,OTHER,301,26276682,PRJEB28381,SAMEA4860987,17182147,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796576,SAMEA4860987,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860987,CH4sa.JAX4.1.C,male,ERP110576,CH4sa.JAX4.1.C,2019-04-04T15:50:00Z,1
ERR2784500,OTHER,301,32271777,PRJEB28381,SAMEA4860988,21316138,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796577,SAMEA4860988,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860988,CH4sa.JAX4.1.I,male,ERP110576,CH4sa.JAX4.1.I,2019-04-04T15:51:00Z,1
ERR2784501,OTHER,301,29051409,PRJEB28381,SAMEA4860989,19310740,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796578,SAMEA4860989,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860989,CH4sa.JAX4.1.P,male,ERP110576,CH4sa.JAX4.1.P,2019-04-04T15:51:00Z,1
ERR2784502,OTHER,301,24768491,PRJEB28381,SAMEA4860990,16054022,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796579,SAMEA4860990,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860990,CH4sa.TAC3.1.C,female,ERP110576,CH4sa.TAC3.1.C,2019-04-04T15:51:00Z,1
ERR2784503,OTHER,301,30629406,PRJEB28381,SAMEA4860991,20028036,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796580,SAMEA4860991,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:04Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860991,CH4sa.TAC3.1.I,female,ERP110576,CH4sa.TAC3.1.I,2019-04-04T15:51:00Z,1
ERR2784504,OTHER,301,29041734,PRJEB28381,SAMEA4860992,19122378,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796581,SAMEA4860992,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860992,CH4sa.TAC3.1.P,female,ERP110576,CH4sa.TAC3.1.P,2019-04-04T15:51:00Z,1
ERR2784505,OTHER,301,32837388,PRJEB28381,SAMEA4860993,21644258,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796582,SAMEA4860993,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860993,CH4sb.JAX4.1.C,male,ERP110576,CH4sb.JAX4.1.C,2019-04-04T15:51:00Z,1
ERR2784506,OTHER,301,28204173,PRJEB28381,SAMEA4860994,18403629,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796583,SAMEA4860994,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860994,CH4sb.JAX4.1.I,male,ERP110576,CH4sb.JAX4.1.I,2019-04-04T15:51:00Z,1
ERR2784507,OTHER,301,22530438,PRJEB28381,SAMEA4860995,14859452,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796584,SAMEA4860995,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860995,CH4sb.JAX4.1.P,male,ERP110576,CH4sb.JAX4.1.P,2019-04-04T15:51:00Z,1
ERR2784508,OTHER,301,26278983,PRJEB28381,SAMEA4860996,17177535,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796585,SAMEA4860996,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860996,CH4sb.TAC3.1.C,male,ERP110576,CH4sb.TAC3.1.C,2019-04-04T15:51:00Z,1
ERR2784509,OTHER,301,35401609,PRJEB28381,SAMEA4860997,23033990,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796586,SAMEA4860997,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860997,CH4sb.TAC3.1.I,male,ERP110576,CH4sb.TAC3.1.I,2019-04-04T15:51:00Z,1
